State,Year,Season,Crop,Area,Production,Rainfall
Arunachal Pradesh,2001,Whole Year ,Dry ginger,477,2242,2036
Arunachal Pradesh,2001,Whole Year ,Oilseeds total,3509,2864,2036
Arunachal Pradesh,2001,Whole Year ,Potato,25,133,2036
Arunachal Pradesh,2001,Whole Year ,Pulses total,297,230,2036
Arunachal Pradesh,2001,Whole Year ,Sugarcane,220,605,2036
Arunachal Pradesh,2001,Whole Year ,Turmeric,95,444,2036
Arunachal Pradesh,2002,Kharif     ,Maize,915,1373,2389.2
Arunachal Pradesh,2002,Kharif     ,Rice,11860,16780,2389.2
Arunachal Pradesh,2002,Kharif     ,Small millets,2020,1616,2389.2
Arunachal Pradesh,2002,Rabi       ,Wheat,200,320,2389.2
Arunachal Pradesh,2002,Whole Year ,Dry chillies,320,480,2389.2
Arunachal Pradesh,2002,Whole Year ,Dry ginger,450,2475,2389.2
Arunachal Pradesh,2002,Whole Year ,Oilseeds total,3500,2887,2389.2
Arunachal Pradesh,2002,Whole Year ,Potato,50,290,2389.2
Arunachal Pradesh,2002,Whole Year ,Pulses total,300,305,2389.2
Arunachal Pradesh,2002,Whole Year ,Sugarcane,170,510,2389.2
Arunachal Pradesh,2002,Whole Year ,Turmeric,80,416,2389.2
Arunachal Pradesh,2003,Kharif     ,Maize,918,1432,2451.8
Arunachal Pradesh,2003,Kharif     ,Rice,11867,18508,2451.8
Arunachal Pradesh,2003,Kharif     ,Small millets,2000,1640,2451.8
Arunachal Pradesh,2003,Rabi       ,Wheat,205,392,2451.8
Arunachal Pradesh,2003,Whole Year ,Dry chillies,345,534,2451.8
Arunachal Pradesh,2003,Whole Year ,Dry ginger,425,2402,2451.8
Arunachal Pradesh,2003,Whole Year ,Oilseeds total,3522,2556,2451.8
Arunachal Pradesh,2003,Whole Year ,Potato,48,264,2451.8
Arunachal Pradesh,2003,Whole Year ,Pulses total,310,328,2451.8
Arunachal Pradesh,2003,Whole Year ,Sugarcane,145,975,2451.8
Arunachal Pradesh,2003,Whole Year ,Turmeric,65,335,2451.8
Arunachal Pradesh,2004,Kharif     ,Maize,920,1440,2545.7
Arunachal Pradesh,2004,Kharif     ,Rice,11885,18630,2545.7
Arunachal Pradesh,2004,Kharif     ,Small millets,2050,1640,2545.7
Arunachal Pradesh,2004,Rabi       ,Wheat,210,401,2545.7
Arunachal Pradesh,2004,Whole Year ,Dry chillies,400,415,2545.7
Arunachal Pradesh,2004,Whole Year ,Dry ginger,20,145,2545.7
Arunachal Pradesh,2004,Whole Year ,Oilseeds total,3540,2578,2545.7
Arunachal Pradesh,2004,Whole Year ,Potato,104,959,2545.7
Arunachal Pradesh,2004,Whole Year ,Sugarcane,100,1600,2545.7
Arunachal Pradesh,2005,Kharif     ,Maize,1460,2090,2335.5
Arunachal Pradesh,2005,Kharif     ,Rice,11905,18667,2335.5
Arunachal Pradesh,2005,Kharif     ,Small millets,2060,1668,2335.5
Arunachal Pradesh,2005,Rabi       ,Wheat,160,240,2335.5
Arunachal Pradesh,2005,Whole Year ,Dry chillies,719,982,2335.5
Arunachal Pradesh,2005,Whole Year ,Dry ginger,475,2707,2335.5
Arunachal Pradesh,2005,Whole Year ,Oilseeds total,3577,2647,2335.5
Arunachal Pradesh,2005,Whole Year ,Potato,60,390,2335.5
Arunachal Pradesh,2005,Whole Year ,Sugarcane,214,1498,2335.5
Arunachal Pradesh,2005,Whole Year ,Turmeric,80,408,2335.5
Arunachal Pradesh,2006,Kharif     ,Maize,762,1204,2259.6
Arunachal Pradesh,2006,Kharif     ,Rice,6191,10606,2259.6
Arunachal Pradesh,2006,Kharif     ,Small millets,1243,1007,2259.6
Arunachal Pradesh,2006,Rabi       ,Wheat,170,283,2259.6
Arunachal Pradesh,2006,Whole Year ,Dry chillies,329,472,2259.6
Arunachal Pradesh,2006,Whole Year ,Dry ginger,322,1752,2259.6
Arunachal Pradesh,2006,Whole Year ,Oilseeds total,790,758,2259.6
Arunachal Pradesh,2006,Whole Year ,Potato,68,456,2259.6
Arunachal Pradesh,2006,Whole Year ,Sugarcane,392,2779,2259.6
Arunachal Pradesh,2006,Whole Year ,Turmeric,51,259,2259.6
Arunachal Pradesh,2007,Kharif     ,Maize,1181,1759,3020.7
Arunachal Pradesh,2007,Kharif     ,Rice,15622,27398,3020.7
Arunachal Pradesh,2007,Kharif     ,Small millets,2172,1759,3020.7
Arunachal Pradesh,2007,Rabi       ,Wheat,268,482,3020.7
Arunachal Pradesh,2007,Whole Year ,Dry chillies,700,990,3020.7
Arunachal Pradesh,2007,Whole Year ,Dry ginger,483,3043,3020.7
Arunachal Pradesh,2007,Whole Year ,Oilseeds total,3991,2996,3020.7
Arunachal Pradesh,2007,Whole Year ,Potato,31,180,3020.7
Arunachal Pradesh,2007,Whole Year ,Sugarcane,426,4899,3020.7
Arunachal Pradesh,2007,Whole Year ,Turmeric,53,276,3020.7
Arunachal Pradesh,2008,Kharif     ,Maize,1227,1346,2244.4
Arunachal Pradesh,2008,Kharif     ,Rice,16763,35010,2244.4
Arunachal Pradesh,2008,Kharif     ,Small millets,2177,2120,2244.4
Arunachal Pradesh,2008,Rabi       ,Wheat,274,548,2244.4
Arunachal Pradesh,2008,Whole Year ,Dry chillies,634,992,2244.4
Arunachal Pradesh,2008,Whole Year ,Dry ginger,494,3531,2244.4
Arunachal Pradesh,2008,Whole Year ,Oilseeds total,4025,3024,2244.4
Arunachal Pradesh,2008,Whole Year ,Potato,20,120,2244.4
Arunachal Pradesh,2008,Whole Year ,Sugarcane,480,6211,2244.4
Arunachal Pradesh,2008,Whole Year ,Turmeric,63,353,2244.4
Arunachal Pradesh,2009,Kharif     ,Maize,635,794,1749.9
Arunachal Pradesh,2009,Kharif     ,Rice,8519,15639.33,1749.9
Arunachal Pradesh,2009,Kharif     ,Small millets,1470,1441,1749.9
Arunachal Pradesh,2009,Rabi       ,Wheat,285,576,1749.9
Arunachal Pradesh,2009,Whole Year ,Dry chillies,710,1079,1749.9
Arunachal Pradesh,2009,Whole Year ,Dry ginger,530,3816,1749.9
Arunachal Pradesh,2009,Whole Year ,Oilseeds total,8519,23459,1749.9
Arunachal Pradesh,2009,Whole Year ,Potato,65,422,1749.9
Arunachal Pradesh,2009,Whole Year ,Sugarcane,545,7090,1749.9
Arunachal Pradesh,2009,Whole Year ,Turmeric,85,578,1749.9
Arunachal Pradesh,2010,Kharif     ,Maize,860,1118,2855.7
Arunachal Pradesh,2010,Kharif     ,Rice,9585,18265,2855.7
Arunachal Pradesh,2010,Kharif     ,Small millets,1544,1513,2855.7
Arunachal Pradesh,2010,Rabi       ,Wheat,280,574,2855.7
Arunachal Pradesh,2010,Whole Year ,Dry chillies,700,1064,2855.7
Arunachal Pradesh,2010,Whole Year ,Dry ginger,560,4032,2855.7
Arunachal Pradesh,2010,Whole Year ,Oilseeds total,4608,4591,2855.7
Arunachal Pradesh,2010,Whole Year ,Potato,112,709,2855.7
Arunachal Pradesh,2010,Whole Year ,Sugarcane,595,7740,2855.7
Arunachal Pradesh,2010,Whole Year ,Turmeric,90,585,2855.7
Arunachal Pradesh,2011,Kharif     ,Maize,887,1183,2193.7
Arunachal Pradesh,2011,Kharif     ,Rice,10260,20873,2193.7
Arunachal Pradesh,2011,Kharif     ,Small millets,1250,1167,2193.7
Arunachal Pradesh,2011,Rabi       ,Wheat,280,635,2193.7
Arunachal Pradesh,2011,Whole Year ,Dry chillies,788,1254,2193.7
Arunachal Pradesh,2011,Whole Year ,Dry ginger,577,4163,2193.7
Arunachal Pradesh,2011,Whole Year ,Oilseeds total,4702,5179,2193.7
Arunachal Pradesh,2011,Whole Year ,Potato,119,791,2193.7
Arunachal Pradesh,2011,Whole Year ,Sugarcane,620,8196,2193.7
Arunachal Pradesh,2011,Whole Year ,Turmeric,92,602,2193.7
Arunachal Pradesh,2012,Kharif     ,Maize,875,1050,3440.3
Arunachal Pradesh,2012,Kharif     ,Rice,9605,19512,3440.3
Arunachal Pradesh,2012,Kharif     ,Small millets,1573,1573,3440.3
Arunachal Pradesh,2012,Rabi       ,Wheat,297,613,3440.3
Arunachal Pradesh,2012,Whole Year ,Dry chillies,720,1080,3440.3
Arunachal Pradesh,2012,Whole Year ,Dry ginger,500,3865,3440.3
Arunachal Pradesh,2012,Whole Year ,Oilseeds total,4640,4058,3440.3
Arunachal Pradesh,2012,Whole Year ,Potato,105,683,3440.3
Arunachal Pradesh,2012,Whole Year ,Turmeric,85,553,3440.3
Arunachal Pradesh,2013,Kharif     ,Maize,880,1074,2042.9
Arunachal Pradesh,2013,Kharif     ,Rice,9681,19750,2042.9
Arunachal Pradesh,2013,Kharif     ,Small millets,1580,909,2042.9
Arunachal Pradesh,2013,Rabi       ,Wheat,280,521,2042.9
Arunachal Pradesh,2013,Whole Year ,Dry chillies,722,2527,2042.9
Arunachal Pradesh,2013,Whole Year ,Dry ginger,505,3904,2042.9
Arunachal Pradesh,2013,Whole Year ,Oilseeds total,4678,3713,2042.9
Arunachal Pradesh,2013,Whole Year ,Potato,110,715,2042.9
Arunachal Pradesh,2013,Whole Year ,Sugarcane,561,7097,2042.9
Arunachal Pradesh,2013,Whole Year ,Turmeric,86,559,2042.9
Arunachal Pradesh,2014,Kharif     ,Maize,945,1476,2403.2
Arunachal Pradesh,2014,Kharif     ,Rice,9081,20169,2403.2
Arunachal Pradesh,2014,Kharif     ,Small millets,1797,1121,2403.2
Arunachal Pradesh,2014,Rabi       ,Wheat,373,858,2403.2
Arunachal Pradesh,2014,Whole Year ,Dry chillies,733,2489,2403.2
Arunachal Pradesh,2014,Whole Year ,Dry ginger,592,4194,2403.2
Arunachal Pradesh,2014,Whole Year ,Oilseeds total,4793,3820,2403.2
Arunachal Pradesh,2014,Whole Year ,Potato,129,1101,2403.2
Arunachal Pradesh,2014,Whole Year ,Sugarcane,586,7614,2403.2
Arunachal Pradesh,2014,Whole Year ,Turmeric,95,94,2403.2
Arunachal Pradesh,1997,Kharif     ,Maize,5212,7557,2274.9
Arunachal Pradesh,1997,Kharif     ,Rice,10310,12400,2274.9
Arunachal Pradesh,1997,Kharif     ,Sesamum,130,100,2274.9
Arunachal Pradesh,1997,Kharif     ,Small millets,603,724,2274.9
Arunachal Pradesh,1997,Kharif     ,Soyabean,290,653,2274.9
Arunachal Pradesh,1997,Kharif     ,Sunflower,20,10,2274.9
Arunachal Pradesh,1997,Rabi       ,Groundnut,80,95,2274.9
Arunachal Pradesh,1997,Rabi       ,Rapeseed &Mustard,2780,2700,2274.9
Arunachal Pradesh,1997,Rabi       ,Wheat,196,294,2274.9
Arunachal Pradesh,1997,Whole Year ,Oilseeds total,3500,3625,2274.9
Arunachal Pradesh,1998,Kharif     ,Maize,5225,7628,3616.7
Arunachal Pradesh,1998,Kharif     ,Rice,10320,12900,3616.7
Arunachal Pradesh,1998,Kharif     ,Sesamum,133,95,3616.7
Arunachal Pradesh,1998,Kharif     ,Soyabean,335,670,3616.7
Arunachal Pradesh,1998,Kharif     ,Sunflower,20,10,3616.7
Arunachal Pradesh,1998,Rabi       ,Groundnut,40,30,3616.7
Arunachal Pradesh,1998,Rabi       ,Rapeseed &Mustard,2790,3071,3616.7
Arunachal Pradesh,1998,Rabi       ,Wheat,100,140,3616.7
Arunachal Pradesh,1998,Whole Year ,Dry chillies,50,85,3616.7
Arunachal Pradesh,1998,Whole Year ,Dry ginger,2300,17250,3616.7
Arunachal Pradesh,1998,Whole Year ,Oilseeds total,3555,4194,3616.7
Arunachal Pradesh,1998,Whole Year ,Potato,480,2400,3616.7
Arunachal Pradesh,1999,Kharif     ,Maize,6186,8245,2316.6
Arunachal Pradesh,1999,Kharif     ,Rice,10000,13237,2316.6
Arunachal Pradesh,1999,Kharif     ,Small millets,1000,900,2316.6
Arunachal Pradesh,1999,Rabi       ,Wheat,131,350,2316.6
Arunachal Pradesh,1999,Whole Year ,Dry chillies,75,130,2316.6
Arunachal Pradesh,1999,Whole Year ,Dry ginger,2310,19635,2316.6
Arunachal Pradesh,1999,Whole Year ,Oilseeds total,3800,4000,2316.6
Arunachal Pradesh,1999,Whole Year ,Potato,490,2940,2316.6
Arunachal Pradesh,1999,Whole Year ,Pulses total,411,411,2316.6
Arunachal Pradesh,2000,Kharif     ,Maize,5780,8900,2596.8
Arunachal Pradesh,2000,Kharif     ,Rice,10450,13400,2596.8
Arunachal Pradesh,2000,Kharif     ,Small millets,1350,920,2596.8
Arunachal Pradesh,2000,Rabi       ,Wheat,170,250,2596.8
Arunachal Pradesh,2000,Whole Year ,Dry chillies,80,320,2596.8
Arunachal Pradesh,2000,Whole Year ,Dry ginger,2415,16905,2596.8
Arunachal Pradesh,2000,Whole Year ,Oilseeds total,3860,4100,2596.8
Arunachal Pradesh,2000,Whole Year ,Potato,510,2877,2596.8
Arunachal Pradesh,2000,Whole Year ,Pulses total,340,470,2596.8
Arunachal Pradesh,2000,Whole Year ,Sugarcane,100,2000,2596.8
Arunachal Pradesh,2000,Whole Year ,Turmeric,50,400,2596.8
Arunachal Pradesh,2001,Kharif     ,Maize,2550,3050,2036
Arunachal Pradesh,2001,Kharif     ,Rice,5400,3840,2036
Arunachal Pradesh,2001,Kharif     ,Small millets,4000,2950,2036
Arunachal Pradesh,2001,Rabi       ,Wheat,15,25,2036
Arunachal Pradesh,2001,Whole Year ,Dry chillies,110,145,2036
Arunachal Pradesh,2001,Whole Year ,Dry ginger,2420,21780,2036
Arunachal Pradesh,2001,Whole Year ,Oilseeds total,4225,4647,2036
Arunachal Pradesh,2001,Whole Year ,Potato,520,3640,2036
Arunachal Pradesh,2001,Whole Year ,Pulses total,850,850,2036
Arunachal Pradesh,2001,Whole Year ,Sugarcane,80,1680,2036
Arunachal Pradesh,2001,Whole Year ,Turmeric,60,400,2036
Arunachal Pradesh,2002,Kharif     ,Maize,936,389,2389.2
Arunachal Pradesh,2002,Kharif     ,Rice,1691,1522,2389.2
Arunachal Pradesh,2002,Kharif     ,Small millets,233,174,2389.2
Arunachal Pradesh,2002,Whole Year ,Dry chillies,17,25,2389.2
Arunachal Pradesh,2002,Whole Year ,Dry ginger,3,50,2389.2
Arunachal Pradesh,2002,Whole Year ,Oilseeds total,80,56,2389.2
Arunachal Pradesh,2002,Whole Year ,Potato,50,325,2389.2
Arunachal Pradesh,2002,Whole Year ,Pulses total,73,58,2389.2
Arunachal Pradesh,2003,Kharif     ,Maize,950,1045,2451.8
Arunachal Pradesh,2003,Kharif     ,Rice,1700,1700,2451.8
Arunachal Pradesh,2003,Kharif     ,Small millets,240,204,2451.8
Arunachal Pradesh,2003,Whole Year ,Dry chillies,17,25,2451.8
Arunachal Pradesh,2003,Whole Year ,Dry ginger,10,80,2451.8
Arunachal Pradesh,2003,Whole Year ,Oilseeds total,85,72,2451.8
Arunachal Pradesh,2003,Whole Year ,Potato,92,644,2451.8
Arunachal Pradesh,2003,Whole Year ,Pulses total,80,76,2451.8
Arunachal Pradesh,2004,Kharif     ,Maize,1393,1533,2545.7
Arunachal Pradesh,2004,Kharif     ,Rice,916,870,2545.7
Arunachal Pradesh,2004,Kharif     ,Small millets,285,200,2545.7
Arunachal Pradesh,2004,Whole Year ,Dry chillies,125,152,2545.7
Arunachal Pradesh,2004,Whole Year ,Dry ginger,120,526,2545.7
Arunachal Pradesh,2004,Whole Year ,Oilseeds total,3700,1480,2545.7
Arunachal Pradesh,2004,Whole Year ,Potato,55,326,2545.7
Arunachal Pradesh,2005,Kharif     ,Maize,1515,1697,2335.5
Arunachal Pradesh,2005,Kharif     ,Rice,1000,691,2335.5
Arunachal Pradesh,2005,Kharif     ,Small millets,300,240,2335.5
Arunachal Pradesh,2005,Whole Year ,Dry chillies,18,28,2335.5
Arunachal Pradesh,2005,Whole Year ,Dry ginger,12,86,2335.5
Arunachal Pradesh,2005,Whole Year ,Oilseeds total,96,83,2335.5
Arunachal Pradesh,2005,Whole Year ,Potato,40,280,2335.5
Arunachal Pradesh,2006,Kharif     ,Maize,1846,1770,2259.6
Arunachal Pradesh,2006,Kharif     ,Rice,1235,1273,2259.6
Arunachal Pradesh,2006,Kharif     ,Small millets,350,280,2259.6
Arunachal Pradesh,2006,Whole Year ,Dry chillies,20,31,2259.6
Arunachal Pradesh,2006,Whole Year ,Dry ginger,5,8,2259.6
Arunachal Pradesh,2006,Whole Year ,Oilseeds total,11430,9989,2259.6
Arunachal Pradesh,2006,Whole Year ,Potato,53,333,2259.6
Arunachal Pradesh,2007,Kharif     ,Maize,1334,1504,3020.7
Arunachal Pradesh,2007,Kharif     ,Rice,1200,839,3020.7
Arunachal Pradesh,2007,Kharif     ,Small millets,321,228,3020.7
Arunachal Pradesh,2007,Whole Year ,Dry chillies,20,31,3020.7
Arunachal Pradesh,2007,Whole Year ,Dry ginger,17,101,3020.7
Arunachal Pradesh,2007,Whole Year ,Oilseeds total,146,106,3020.7
Arunachal Pradesh,2007,Whole Year ,Potato,45,268,3020.7
Arunachal Pradesh,2008,Kharif     ,Maize,1350,1550,2244.4
Arunachal Pradesh,2008,Kharif     ,Rice,1200,839,2244.4
Arunachal Pradesh,2008,Kharif     ,Small millets,350,255,2244.4
Arunachal Pradesh,2008,Whole Year ,Dry ginger,20,125,2244.4
Arunachal Pradesh,2008,Whole Year ,Oilseeds total,150,125,2244.4
Arunachal Pradesh,2008,Whole Year ,Potato,48,305,2244.4
Arunachal Pradesh,2008,Whole Year ,Turmeric,22,39,2244.4
Arunachal Pradesh,2009,Kharif     ,Maize,1350,1550,1749.9
Arunachal Pradesh,2009,Kharif     ,Rice,1200,838.66,1749.9
Arunachal Pradesh,2009,Kharif     ,Small millets,350,255,1749.9
Arunachal Pradesh,2009,Whole Year ,Dry ginger,20,125,1749.9
Arunachal Pradesh,2009,Whole Year ,Oilseeds total,1200,1258,1749.9
Arunachal Pradesh,2009,Whole Year ,Potato,48,305,1749.9
Arunachal Pradesh,2009,Whole Year ,Turmeric,22,39,1749.9
Arunachal Pradesh,2010,Kharif     ,Maize,1750,2362,2855.7
Arunachal Pradesh,2010,Kharif     ,Rice,1585,1268,2855.7
Arunachal Pradesh,2010,Kharif     ,Small millets,750,750,2855.7
Arunachal Pradesh,2010,Whole Year ,Dry chillies,40,76,2855.7
Arunachal Pradesh,2010,Whole Year ,Dry ginger,30,120,2855.7
Arunachal Pradesh,2010,Whole Year ,Oilseeds total,150,135,2855.7
Arunachal Pradesh,2010,Whole Year ,Potato,100,550,2855.7
Arunachal Pradesh,2011,Kharif     ,Maize,1806,2500,2193.7
Arunachal Pradesh,2011,Kharif     ,Rice,1610,1382,2193.7
Arunachal Pradesh,2011,Kharif     ,Small millets,706,823,2193.7
Arunachal Pradesh,2011,Whole Year ,Dry chillies,45,90,2193.7
Arunachal Pradesh,2011,Whole Year ,Dry ginger,30,124,2193.7
Arunachal Pradesh,2011,Whole Year ,Oilseeds total,153,152,2193.7
Arunachal Pradesh,2011,Whole Year ,Potato,106,614,2193.7
Arunachal Pradesh,2012,Kharif     ,Maize,1825,2590,3440.3
Arunachal Pradesh,2012,Kharif     ,Rice,1682,1420,3440.3
Arunachal Pradesh,2012,Kharif     ,Small millets,786,905,3440.3
Arunachal Pradesh,2012,Whole Year ,Dry chillies,47,105,3440.3
Arunachal Pradesh,2012,Whole Year ,Dry ginger,84,230,3440.3
Arunachal Pradesh,2012,Whole Year ,Oilseeds total,160,157,3440.3
Arunachal Pradesh,2012,Whole Year ,Potato,110,645,3440.3
Arunachal Pradesh,2012,Whole Year ,Sugarcane,25,163,3440.3
Arunachal Pradesh,2013,Kharif     ,Maize,1828,2650,2042.9
Arunachal Pradesh,2013,Kharif     ,Rice,1690,1486,2042.9
Arunachal Pradesh,2013,Kharif     ,Small millets,790,921,2042.9
Arunachal Pradesh,2013,Whole Year ,Dry chillies,49,117,2042.9
Arunachal Pradesh,2013,Whole Year ,Dry ginger,89,255,2042.9
Arunachal Pradesh,2013,Whole Year ,Oilseeds total,168,161,2042.9
Arunachal Pradesh,2013,Whole Year ,Potato,113,682,2042.9
Arunachal Pradesh,2014,Kharif     ,Maize,1828,2650,2403.2
Arunachal Pradesh,2014,Kharif     ,Rice,1690,1485,2403.2
Arunachal Pradesh,2014,Kharif     ,Small millets,790,921,2403.2
Arunachal Pradesh,2014,Whole Year ,Dry chillies,60,79,2403.2
Arunachal Pradesh,2014,Whole Year ,Dry ginger,176,545,2403.2
Arunachal Pradesh,2014,Whole Year ,Oilseeds total,249,220,2403.2
Arunachal Pradesh,2014,Whole Year ,Potato,122,761,2403.2
Arunachal Pradesh,1997,Kharif     ,Maize,1485,2652,2274.9
Arunachal Pradesh,1997,Kharif     ,Rice,8945,9200,2274.9
Arunachal Pradesh,1997,Kharif     ,Sesamum,215,75,2274.9
Arunachal Pradesh,1997,Kharif     ,Small millets,430,324,2274.9
Arunachal Pradesh,1997,Kharif     ,Soyabean,88,195,2274.9
Arunachal Pradesh,1997,Kharif     ,Sunflower,40,30,2274.9
Arunachal Pradesh,1997,Rabi       ,Groundnut,70,55,2274.9
Arunachal Pradesh,1997,Rabi       ,Rapeseed &Mustard,270,290,2274.9
Arunachal Pradesh,1997,Rabi       ,Wheat,19,81,2274.9
Arunachal Pradesh,1997,Whole Year ,Oilseeds total,683,645,2274.9
Arunachal Pradesh,1998,Kharif     ,Maize,1601,3042,3616.7
Arunachal Pradesh,1998,Kharif     ,Rice,8045,8190,3616.7
Arunachal Pradesh,1998,Kharif     ,Sesamum,215,90,3616.7
Arunachal Pradesh,1998,Kharif     ,Small millets,441,358,3616.7
Arunachal Pradesh,1998,Kharif     ,Soyabean,96,205,3616.7
Arunachal Pradesh,1998,Kharif     ,Sunflower,38,26,3616.7
Arunachal Pradesh,1998,Rabi       ,Groundnut,65,74,3616.7
Arunachal Pradesh,1998,Rabi       ,Rapeseed &Mustard,272,350,3616.7
Arunachal Pradesh,1998,Rabi       ,Wheat,5,6,3616.7
Arunachal Pradesh,1998,Whole Year ,Dry chillies,45,90,3616.7
Arunachal Pradesh,1998,Whole Year ,Dry ginger,40,160,3616.7
Arunachal Pradesh,1998,Whole Year ,Oilseeds total,686,745,3616.7
Arunachal Pradesh,1998,Whole Year ,Potato,62,310,3616.7
Arunachal Pradesh,1999,Kharif     ,Maize,1770,3468,2316.6
Arunachal Pradesh,1999,Kharif     ,Rice,9595,12665,2316.6
Arunachal Pradesh,1999,Kharif     ,Small millets,601,420,2316.6
Arunachal Pradesh,1999,Rabi       ,Wheat,15,19,2316.6
Arunachal Pradesh,1999,Whole Year ,Dry chillies,45,60,2316.6
Arunachal Pradesh,1999,Whole Year ,Dry ginger,50,140,2316.6
Arunachal Pradesh,1999,Whole Year ,Oilseeds total,753,475,2316.6
Arunachal Pradesh,1999,Whole Year ,Potato,65,184,2316.6
Arunachal Pradesh,1999,Whole Year ,Pulses total,472,584,2316.6
Arunachal Pradesh,1999,Whole Year ,Sugarcane,115,1600,2316.6
Arunachal Pradesh,2000,Kharif     ,Maize,1731,3115,2596.8
Arunachal Pradesh,2000,Kharif     ,Rice,8200,9840,2596.8
Arunachal Pradesh,2000,Kharif     ,Small millets,417,375,2596.8
Arunachal Pradesh,2000,Rabi       ,Wheat,12,17,2596.8
Arunachal Pradesh,2000,Whole Year ,Dry chillies,50,76,2596.8
Arunachal Pradesh,2000,Whole Year ,Dry ginger,42,170,2596.8
Arunachal Pradesh,2000,Whole Year ,Oilseeds total,718,781,2596.8
Arunachal Pradesh,2000,Whole Year ,Potato,74,340,2596.8
Arunachal Pradesh,2000,Whole Year ,Pulses total,460,550,2596.8
Arunachal Pradesh,2001,Kharif     ,Maize,2750,5300,2036
Arunachal Pradesh,2001,Kharif     ,Rice,12310,16790,2036
Arunachal Pradesh,2001,Kharif     ,Small millets,2230,2552,2036
Arunachal Pradesh,2001,Rabi       ,Wheat,470,795,2036
Arunachal Pradesh,2001,Whole Year ,Dry chillies,70,98,2036
Arunachal Pradesh,2001,Whole Year ,Dry ginger,52,234,2036
Arunachal Pradesh,2001,Whole Year ,Oilseeds total,790,717,2036
Arunachal Pradesh,2001,Whole Year ,Potato,63,366,2036
Arunachal Pradesh,2001,Whole Year ,Pulses total,830,860,2036
Arunachal Pradesh,2002,Kharif     ,Maize,1830,3200,2389.2
Arunachal Pradesh,2002,Kharif     ,Rice,8500,10715,2389.2
Arunachal Pradesh,2002,Kharif     ,Small millets,440,401,2389.2
Arunachal Pradesh,2002,Rabi       ,Wheat,16,28,2389.2
Arunachal Pradesh,2002,Whole Year ,Dry chillies,73,103,2389.2
Arunachal Pradesh,2002,Whole Year ,Dry ginger,52,231,2389.2
Arunachal Pradesh,2002,Whole Year ,Oilseeds total,828,894,2389.2
